retained,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,first_last_days_diff,created_first_days_diff,favday_Friday,favday_Monday,favday_Saturday,favday_Sunday,favday_Thursday,favday_Tuesday,favday_Wednesday,city_BLR,city_BOM,city_DEL,city_MAA,FS_ID,FS_time
0,22,22.72727273,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14992,1.662656837E9
1,30,96.66666667,13.33333333,40.02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14993,1.662656837E9
1,43,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14994,1.662656837E9
0,1,0.0,0.0,40.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14995,1.662656837E9
1,38,0.0,0.0,40.22,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14996,1.662656837E9
1,35,0.0,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14997,1.662656837E9
1,34,8.823529412,2.941176471,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14998,1.662656837E9
1,43,13.95348837,6.976744186,40.02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14999,1.662656837E9
1,40,17.5,0.0,49.98,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15000,1.662656837E9
1,40,15.0,10.0,105.14,0.0,1,0,0,0,-29,0,1,0,0,0,0,0,0,1,0,0,15001,1.662656837E9
1,45,42.22222222,4.444444444,132.53,0.0,1,0,0,0,-67,0,1,0,0,0,0,0,0,0,1,0,15002,1.662656837E9
1,43,4.651162791,4.651162791,81.84,0.0,1,0,0,0,-35,1,0,0,0,0,0,0,0,0,0,1,15003,1.662656837E9
1,42,4.761904762,0.0,40.02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15004,1.662656837E9
1,28,46.42857143,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15005,1.662656837E9
0,4,75.0,0.0,40.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15006,1.662656837E9
1,20,65.0,5.0,34.31,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15007,1.662656837E9
1,43,0.0,0.0,40.25,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15008,1.662656837E9
0,1,0.0,0.0,40.02,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15009,1.662656837E9
0,9,88.88888889,11.11111111,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15010,1.662656837E9
0,0,0.0,0.0,40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15011,1.662656837E9
1,38,26.31578947,7.894736842,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15012,1.662656837E9
1,23,91.30434783,8.695652174,59.1,0.0,1,0,0,0,-34,0,0,0,0,0,0,1,0,0,1,0,15013,1.662656837E9
1,42,26.19047619,9.523809524,40.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15014,1.662656837E9
1,43,0.0,0.0,77.76,0.0,1,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,15015,1.662656837E9
1,35,0.0,0.0,125.27,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15016,1.662656837E9
1,40,30.0,7.5,40.0,0.0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,15017,1.662656837E9
1,38,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15018,1.662656837E9
1,36,5.555555556,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15019,1.662656837E9
1,44,0.0,0.0,80.47,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15020,1.662656837E9
1,40,7.5,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15021,1.662656837E9
0,1,100.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15022,1.662656837E9
1,30,73.33333333,3.333333333,40.02,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15023,1.662656837E9
1,39,15.38461538,7.692307692,44.77,0.0,1,0,0,0,-30,0,0,0,0,0,0,1,0,0,0,1,15024,1.662656837E9
1,38,23.68421053,18.42105263,30.74,0.057142857,1,0,0,35,-7,1,0,0,0,0,0,0,0,0,0,1,15025,1.662656837E9
1,36,2.777777778,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15026,1.662656837E9
1,24,41.66666667,4.166666667,53.29,0.0,1,0,0,0,-26,0,0,0,0,0,0,1,0,1,0,0,15027,1.662656837E9
1,36,8.333333333,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15028,1.662656837E9
1,35,8.571428571,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15029,1.662656837E9
1,23,65.2173913,8.695652174,117.01,0.0,1,0,0,0,-11,0,1,0,0,0,0,0,0,0,1,0,15030,1.662656837E9
0,1,100.0,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15031,1.662656837E9
0,0,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15032,1.662656837E9
1,25,84.0,0.0,122.52,0.0,1,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,15033,1.662656837E9
1,38,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15034,1.662656837E9
1,43,2.325581395,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15035,1.662656837E9
1,32,28.125,12.5,49.83,0.0,1,0,0,0,-12,0,1,0,0,0,0,0,0,0,1,0,15036,1.662656837E9
1,41,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15037,1.662656837E9
1,42,2.380952381,0.0,40.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15038,1.662656837E9
0,16,37.5,6.25,40.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15039,1.662656837E9
1,35,0.0,0.0,50.39,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15040,1.662656837E9
1,33,15.15151515,0.0,71.0,0.0,1,0,0,0,-7,0,0,0,0,1,0,0,0,0,1,0,15041,1.662656837E9
1,27,100.0,0.0,40.02,0.0,1,0,0,0,-2,0,0,0,0,0,0,1,0,1,0,0,15042,1.662656837E9
1,16,12.5,0.0,61.75,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15043,1.662656837E9
1,34,29.41176471,2.941176471,40.02,0.0,1,0,0,0,-6,0,0,0,0,0,1,0,0,1,0,0,15044,1.662656837E9
1,35,37.14285714,2.857142857,40.0,0.0,1,0,0,0,-10,0,1,0,0,0,0,0,0,1,0,0,15045,1.662656837E9
1,43,0.0,0.0,47.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15046,1.662656837E9
1,50,20.0,10.0,113.82,0.129032258,1,0,0,124,0,0,1,0,0,0,0,0,0,0,1,0,15047,1.662656837E9
1,25,4.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15048,1.662656837E9
1,39,10.25641026,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15049,1.662656837E9
1,7,42.85714286,0.0,42.84,0.0,1,0,0,0,-5,0,0,0,0,0,0,1,0,0,0,1,15050,1.662656837E9
1,44,2.272727273,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15051,1.662656837E9
1,40,10.0,5.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15052,1.662656837E9
1,42,2.380952381,0.0,22.52,0.08,1,0,0,50,-136,0,0,0,0,0,1,0,0,0,1,0,15053,1.662656837E9
0,2,0.0,0.0,40.02,0.0,1,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,1,15054,1.662656837E9
1,46,13.04347826,6.52173913,59.62,0.035714286,1,0,1,112,-1,0,0,0,0,1,0,0,0,0,0,1,15055,1.662656837E9
1,42,7.142857143,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15056,1.662656837E9
1,41,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15057,1.662656837E9
1,35,17.14285714,5.714285714,51.39,0.166666667,1,0,0,18,0,0,0,0,0,1,0,0,0,1,0,0,15058,1.662656837E9
1,44,11.36363636,4.545454545,142.92,0.136752137,1,0,0,117,-21,0,0,0,0,0,0,1,0,1,0,0,15059,1.662656837E9
1,24,12.5,0.0,40.02,0.0,1,0,0,0,-3,1,0,0,0,0,0,0,0,1,0,0,15060,1.662656837E9
1,37,51.35135135,5.405405405,81.02,0.074626866,1,0,0,67,0,0,0,0,0,1,0,0,0,0,1,0,15061,1.662656837E9
0,2,100.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15062,1.662656837E9
1,37,32.43243243,8.108108108,40.02,0.0,1,0,0,0,-2,0,0,0,0,0,0,1,0,1,0,0,15063,1.662656837E9
1,36,16.66666667,2.777777778,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15064,1.662656837E9
1,36,22.22222222,0.0,86.45,0.096385542,1,0,0,83,-1,0,0,0,0,0,0,1,0,0,1,0,15065,1.662656837E9
1,24,83.33333333,0.0,90.99,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15066,1.662656837E9
1,34,17.64705882,2.941176471,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15067,1.662656837E9
1,36,0.0,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15068,1.662656837E9
1,39,20.51282051,10.25641026,40.0,0.0,1,1,0,0,-115,0,0,0,0,0,0,1,0,0,0,1,15069,1.662656837E9
1,45,8.888888889,8.888888889,40.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15070,1.662656837E9
1,42,16.66666667,4.761904762,112.74,0.06,0,0,0,100,-24,0,0,0,0,0,0,1,0,1,0,0,15071,1.662656837E9
1,33,27.27272727,18.18181818,51.12,0.08,1,0,0,25,0,0,0,0,0,0,0,1,0,0,0,1,15072,1.662656837E9
1,45,8.888888889,8.888888889,28.85,0.068965517,1,0,0,29,-1,1,0,0,0,0,0,0,0,1,0,0,15073,1.662656837E9
0,1,100.0,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15074,1.662656837E9
1,36,13.88888889,5.555555556,44.46,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15075,1.662656837E9
0,7,28.57142857,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15076,1.662656837E9
1,40,20.0,7.5,40.02,0.0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,15077,1.662656837E9
1,40,57.5,12.5,222.49,0.06779661,1,0,0,118,0,1,0,0,0,0,0,0,0,1,0,0,15078,1.662656837E9
1,41,0.0,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15079,1.662656837E9
1,21,95.23809524,0.0,135.28,0.0,1,0,0,0,-7,0,0,0,0,1,0,0,0,0,0,1,15080,1.662656837E9
0,29,6.896551724,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15081,1.662656837E9
0,8,25.0,0.0,178.69,0.008833922,1,0,0,566,0,0,0,0,0,0,0,1,0,0,1,0,15082,1.662656837E9
0,1,100.0,0.0,51.4,0.333333333,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,15083,1.662656837E9
0,1,100.0,100.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15084,1.662656837E9
1,35,5.714285714,2.857142857,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15085,1.662656837E9
1,36,0.0,0.0,142.56,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15086,1.662656837E9
0,9,22.22222222,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15087,1.662656837E9
1,43,6.976744186,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15088,1.662656837E9
1,43,9.302325581,0.0,51.78,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15089,1.662656837E9
1,41,7.317073171,2.43902439,40.0,0.0,1,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,1,15090,1.662656837E9
1,44,25.0,4.545454545,65.85,0.03125,1,0,0,64,0,0,0,0,0,1,0,0,0,0,1,0,15091,1.662656837E9
1,44,22.72727273,11.36363636,31.21,0.046511628,1,0,0,43,-47,0,0,0,0,0,1,0,0,1,0,0,15092,1.662656837E9
1,31,32.25806452,6.451612903,48.33,0.166666667,1,1,0,18,0,0,0,0,0,0,1,0,0,0,1,0,15093,1.662656837E9
0,7,57.14285714,42.85714286,69.55,0.105263158,1,0,0,38,0,0,0,0,0,0,0,1,0,0,0,1,15094,1.662656837E9
1,42,4.761904762,4.761904762,31.47,0.064935065,1,0,0,77,0,0,1,0,0,0,0,0,0,0,1,0,15095,1.662656837E9
1,36,33.33333333,5.555555556,40.02,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15096,1.662656837E9
1,10,10.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15097,1.662656837E9
1,36,2.777777778,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15098,1.662656837E9
0,8,12.5,12.5,40.02,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15099,1.662656837E9
1,44,4.545454545,0.0,158.22,0.0,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,15100,1.662656837E9
1,42,2.380952381,0.0,46.43,0.285714286,1,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,15101,1.662656837E9
0,6,16.66666667,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15102,1.662656837E9
1,23,86.95652174,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15103,1.662656837E9
0,1,100.0,100.0,85.46,0.0,1,0,0,0,-4,0,0,0,0,0,0,1,0,0,1,0,15104,1.662656837E9
1,29,37.93103448,0.0,45.02,0.0,1,0,0,0,-12,0,0,0,0,0,1,0,0,1,0,0,15105,1.662656837E9
1,33,9.090909091,0.0,57.32,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15106,1.662656837E9
1,41,2.43902439,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15107,1.662656837E9
1,34,14.70588235,2.941176471,79.23,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15108,1.662656837E9
0,12,25.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15109,1.662656837E9
1,39,5.128205128,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15110,1.662656837E9
1,42,7.142857143,0.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15111,1.662656837E9
1,45,4.444444444,0.0,40.02,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15112,1.662656837E9
1,44,0.0,0.0,40.02,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15113,1.662656837E9
1,42,4.761904762,0.0,40.02,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15114,1.662656837E9
1,44,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15115,1.662656837E9
1,34,11.76470588,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15116,1.662656837E9
1,35,34.28571429,14.28571429,58.86,0.027027027,1,0,0,74,-12,0,0,0,0,0,1,0,0,0,1,0,15117,1.662656837E9
0,1,0.0,0.0,69.26,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15118,1.662656837E9
1,37,5.405405405,2.702702703,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15119,1.662656837E9
1,36,2.777777778,2.777777778,79.62,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15120,1.662656837E9
1,36,0.0,0.0,54.21,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15121,1.662656837E9
1,19,57.89473684,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15122,1.662656837E9
1,51,11.76470588,3.921568627,46.08,0.029411765,1,1,0,68,0,0,0,0,0,0,1,0,0,0,0,1,15123,1.662656837E9
1,41,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15124,1.662656837E9
1,34,41.17647059,2.941176471,70.91,0.044776119,1,0,0,67,-50,0,0,0,0,0,1,0,0,0,0,1,15125,1.662656837E9
1,41,4.87804878,0.0,40.02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15126,1.662656837E9
1,37,10.81081081,5.405405405,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15127,1.662656837E9
1,38,0.0,0.0,40.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15128,1.662656837E9
0,3,33.33333333,0.0,40.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15129,1.662656837E9
1,64,78.125,9.375,64.06,0.169354839,1,1,0,124,-18,1,0,0,0,0,0,0,0,0,0,1,15130,1.662656837E9
0,2,50.0,0.0,61.85,0.066666667,1,0,0,30,-4,0,1,0,0,0,0,0,0,0,0,1,15131,1.662656837E9
0,4,0.0,0.0,40.02,0.0,1,0,0,0,-4,0,0,0,0,1,0,0,0,1,0,0,15132,1.662656837E9
1,33,18.18181818,0.0,81.59,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15133,1.662656837E9
0,0,0.0,0.0,66.17,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15134,1.662656837E9
0,0,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15135,1.662656837E9
1,42,19.04761905,0.0,40.25,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15136,1.662656837E9
1,36,0.0,0.0,59.55,0.0,1,0,0,0,-2,1,0,0,0,0,0,0,0,1,0,0,15137,1.662656837E9
1,36,2.777777778,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15138,1.662656837E9
1,36,5.555555556,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15139,1.662656837E9
1,35,0.0,0.0,51.5,0.0,1,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,15140,1.662656837E9
1,36,0.0,0.0,45.91,0.0,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,15141,1.662656837E9
1,35,34.28571429,22.85714286,50.82,0.102564103,1,0,0,39,-1,0,0,0,0,1,0,0,0,0,1,0,15142,1.662656837E9
0,3,66.66666667,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15143,1.662656837E9
0,2,0.0,0.0,74.95,0.171428571,0,0,0,35,-6,0,0,0,0,0,0,1,0,1,0,0,15144,1.662656837E9
1,39,7.692307692,0.0,40.02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15145,1.662656837E9
1,43,0.0,0.0,40.25,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15146,1.662656837E9
1,31,19.35483871,9.677419355,42.06,0.0,1,0,0,0,-2,0,1,0,0,0,0,0,0,1,0,0,15147,1.662656837E9
1,36,8.333333333,0.0,139.7,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15148,1.662656837E9
1,41,14.63414634,2.43902439,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15149,1.662656837E9
1,37,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15150,1.662656837E9
1,42,0.0,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15151,1.662656837E9
1,46,21.73913043,2.173913043,82.83,0.0,1,0,0,0,-88,0,1,0,0,0,0,0,0,1,0,0,15152,1.662656837E9
1,38,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15153,1.662656837E9
1,41,4.87804878,0.0,40.02,0.0,1,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,1,15154,1.662656837E9
1,32,15.625,3.125,40.02,0.0,1,0,0,0,-6,0,0,0,0,1,0,0,0,1,0,0,15155,1.662656837E9
0,3,66.66666667,33.33333333,69.53,0.0,1,0,0,0,-12,0,0,0,0,0,0,1,0,0,0,1,15156,1.662656837E9
1,44,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15157,1.662656837E9
0,20,0.0,0.0,40.02,0.0,1,0,0,0,-56,0,0,1,0,0,0,0,0,0,0,1,15158,1.662656837E9
1,39,5.128205128,2.564102564,43.4,0.4,1,0,0,5,-1,0,0,0,0,1,0,0,1,0,0,0,15159,1.662656837E9
1,40,15.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15160,1.662656837E9
1,36,13.88888889,5.555555556,40.25,0.0,1,0,0,0,-5,0,0,0,0,1,0,0,0,0,1,0,15161,1.662656837E9
1,37,27.02702703,5.405405405,101.52,0.0,1,1,0,0,-42,0,0,0,0,1,0,0,0,1,0,0,15162,1.662656837E9
1,37,0.0,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15163,1.662656837E9
1,41,12.19512195,9.756097561,56.4,0.136363636,1,0,1,44,-32,0,0,0,0,0,0,1,0,0,0,1,15164,1.662656837E9
1,41,0.0,0.0,56.91,0.0,1,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,15165,1.662656837E9
1,43,9.302325581,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15166,1.662656837E9
1,28,39.28571429,17.85714286,62.37,0.0,1,0,0,0,-3,1,0,0,0,0,0,0,0,0,0,1,15167,1.662656837E9
0,34,8.823529412,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15168,1.662656837E9
1,38,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15169,1.662656837E9
1,41,12.19512195,4.87804878,41.26,0.0,1,0,0,0,-35,0,1,0,0,0,0,0,0,0,0,1,15170,1.662656837E9
1,42,11.9047619,4.761904762,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15171,1.662656837E9
1,31,77.41935484,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15172,1.662656837E9
1,39,7.692307692,7.692307692,37.33,0.142857143,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,1,15173,1.662656837E9
0,7,57.14285714,14.28571429,40.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15174,1.662656837E9
0,4,75.0,25.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15175,1.662656837E9
1,41,29.26829268,2.43902439,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15176,1.662656837E9
1,41,4.87804878,2.43902439,81.66,0.0,1,0,0,0,-29,1,0,0,0,0,0,0,0,0,0,1,15177,1.662656837E9
1,36,19.44444444,5.555555556,61.06,0.095238095,1,0,1,21,-7,0,0,0,0,1,0,0,0,0,0,1,15178,1.662656837E9
0,2,100.0,0.0,40.76,0.074626866,1,0,0,67,0,0,0,0,0,1,0,0,0,1,0,0,15179,1.662656837E9
1,40,25.0,0.0,40.0,0.0,1,0,0,0,-8,0,0,1,0,0,0,0,0,0,0,1,15180,1.662656837E9
1,45,2.222222222,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15181,1.662656837E9
1,28,53.57142857,0.0,40.02,0.0,1,0,0,0,-12,0,0,0,0,1,0,0,0,1,0,0,15182,1.662656837E9
1,26,73.07692308,7.692307692,84.62,0.0,1,0,0,0,-17,0,1,0,0,0,0,0,0,1,0,0,15183,1.662656837E9
1,41,24.3902439,17.07317073,35.5,0.130952381,1,0,0,84,-8,1,0,0,0,0,0,0,0,0,0,1,15184,1.662656837E9
1,37,8.108108108,0.0,106.26,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15185,1.662656837E9
1,42,7.142857143,2.380952381,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15186,1.662656837E9
1,42,9.523809524,0.0,40.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15187,1.662656837E9
0,2,0.0,0.0,43.99,0.0,1,0,0,0,-4,0,0,0,0,0,0,1,0,0,0,1,15188,1.662656837E9
1,38,34.21052632,0.0,40.02,0.0,1,0,0,0,-5,0,0,0,0,0,0,1,0,1,0,0,15189,1.662656837E9
1,39,12.82051282,10.25641026,40.02,0.0,1,0,1,0,-109,0,0,0,0,0,0,1,0,0,0,1,15190,1.662656837E9
1,35,0.0,0.0,90.84,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15191,1.662656837E9
1,26,73.07692308,0.0,121.55,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15192,1.662656837E9
1,34,79.41176471,11.76470588,74.84,0.06557377,1,0,0,61,-22,1,0,0,0,0,0,0,0,0,0,1,15193,1.662656837E9
0,6,100.0,16.66666667,75.51,0.0,1,0,0,0,-5,1,0,0,0,0,0,0,0,0,0,1,15194,1.662656837E9
1,37,5.405405405,2.702702703,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15195,1.662656837E9
1,42,4.761904762,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15196,1.662656837E9
1,33,54.54545455,3.03030303,29.23,0.0,1,0,0,0,-28,1,0,0,0,0,0,0,0,0,0,1,15197,1.662656837E9
1,35,8.571428571,5.714285714,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15198,1.662656837E9
1,41,21.95121951,0.0,85.12,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15199,1.662656837E9
1,26,69.23076923,3.846153846,60.94,0.0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,15200,1.662656837E9
1,35,22.85714286,2.857142857,71.92,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15201,1.662656837E9
1,33,12.12121212,0.0,40.02,0.0,1,0,0,0,-13,0,0,0,0,1,0,0,0,1,0,0,15202,1.662656837E9
